41247	1000	SWD01_131
41247	1000	TSW01_123
41247	1000	STF01_131
41247	1000	TSF01_123
41247	1000	R_TBW01_131
41247	1000	BOW01_124
41247	1000	MAC01_130
41247	1000	SPR01_113
41247	1000	TSP01_104
41248	280	LEG01_111
41248	183	STF01_108
41248	2	Hat_628020
41249	1000	wood_03
41249	80	misc_0071
41249	135	TSW01_111
41249	108	FOOT01_121
41249	2	BlueOrb_TreeAmbulo
41249	2	RedOrb_TreeAmbulo
41249	2	Gem_Rodelero_Slithering
41251	152	TOP01_108
41252	1250	misc_0176
41252	2	BlueOrb_Spion
41252	2	RedOrb_Spion
41252	2	Gem_Corsair_HexenDropper
41253	133	misc_ore07
41253	100	misc_ore10
41253	125	misc_ore11
41253	74	misc_ore12
41254	133	misc_ore07
41254	100	misc_ore10
41254	125	misc_ore11
41254	74	misc_ore12
41255	133	misc_ore07
41255	100	misc_ore10
41255	125	misc_ore11
41255	74	misc_ore12
41256	15	misc_shredded2
41256	23	misc_shredded3
41256	60	STF01_120
41256	134	misc_gemExpStone_randomQuest1_TA
41256	280	HAND01_133
41256	2	STF02_113
41256	2	BlueOrb_Shredded
41256	2	RedOrb_Shredded
41256	4	GEM_Necromancer_RaiseSkullwizard
41257	3333	misc_0016
41257	60	SWD01_120
41257	280	FOOT01_134
41257	134	misc_gemExpStone_randomQuest1_TA
41257	2	BlueOrb_Yekubite
41257	2	RedOrb_Yekubite
41257	2	Gem_Swordman_GungHo
41257	118	R_LEG02_107
41258	115	R_NECK01_140
41258	15	BRC02_109
41258	2	SWD02_122
41258	2	BlueOrb_Shardstatue
41258	2	RedOrb_Shardstatue
41264	2000	misc_0134
41264	135	R_TBW01_131
41264	2	BlueOrb_TreeGool
41264	2	RedOrb_TreeGool
41265	2500	misc_0168
41265	2	BlueOrb_Cyst
41265	2	RedOrb_Cyst
41265	2	Gem_Linker_UmbilicalCord
41266	2000	misc_Ammon
41266	25	SPR02_102
41266	2	BlueOrb_Ammon
41266	2	RedOrb_Ammon
41266	2	Gem_Peltasta_HighGuard
41267	1428	misc_0044
41267	46	NECK02_104
41267	2	BlueOrb_operor
41267	2	RedOrb_operor
41267	2	Gem_Bokor_Effigy
41267	118	R_FOOT02_107
41268	3400	misc_0049
41268	2500	food_015
41268	2	BlueOrb_Chafperor
41268	2	RedOrb_Chafperor
41268	2	Gem_Hoplite_Finestra
41269	1000	misc_0133
41269	30	ABAND01_103
41269	2	BlueOrb_RavineLerva
41269	2	RedOrb_RavineLerva
41273	1500	misc_0064
41273	10	misc_jore03
41273	108	NECK01_129
41273	129	misc_gemExpStone_randomQuest1_TA
41273	2	BlueOrb_Vesper
41273	2	RedOrb_Vesper
41274	1428	misc_Karas
41274	129	misc_gemExpStone_randomQuest1_TA
41274	2	BlueOrb_Karas
41274	2	RedOrb_Karas
41275	2500	misc_0094
41275	129	misc_gemExpStone_randomQuest1_TA
41275	108	TOP01_114
41275	2	BlueOrb_Echad
41275	2	RedOrb_Echad
41276	3333	misc_shtayim
41276	4	R_SPR04_103
41276	129	misc_gemExpStone_randomQuest1_TA
41276	2	BlueOrb_shtayim
41276	2	RedOrb_shtayim
41276	2	Gem_Sadhu_AstralBodyExplosion
41277	5	HAND03_106
41277	135	SPR01_105
41277	2	BlueOrb_Tombsinker
41277	2	RedOrb_Tombsinker
41277	2	Gem_Bokor_Samdiveve
41280	2500	misc_0008
41280	60	SWD01_103
41280	60	TSF01_101
41280	2	BlueOrb_Weaver
41280	2	RedOrb_Weaver
41280	2	Gem_Swordman_Bash
41281	2000	misc_Hallowventor
41281	78	misc_0077
41281	15	misc_jore04
41281	135	R_TSW01_122
41281	135	BRC01_131
41281	2	BlueOrb_Hallowventor
41281	2	RedOrb_Hallowventor
41281	2	Gem_Psychokino_MagneticForce
41285	1250	misc_0132
41285	50	TBW02_108
41285	100	TSW02_117
41285	2	BlueOrb_Meleech
41285	2	RedOrb_Meleech
41287	500	misc_0075
41287	108	SHD01_113
41287	2	BlueOrb_Zolem
41287	2	RedOrb_Zolem
41287	4	GEM_Scout_DoubleAttack
41288	2000	misc_0138
41288	135	SWD01_131
41288	2	BlueOrb_raider
41288	2	RedOrb_raider
41288	30	TSF03_104
41289	92	SHD01_101
41290	15	SWD02_108
41290	2	BlueOrb_wood_goblin
41290	2	RedOrb_wood_goblin
41291	2	BlueOrb_wood_goblin_red
41291	2	RedOrb_wood_goblin_red
41294	55	TBW01_118
41295	6666	misc_0014
41295	15	misc_ore05
41295	250	FOOT01_103
41295	75	HAND03_101
41295	95	MAC01_119
41295	82	STF01_119
41295	82	TOP01_103
41295	100	FOOT02_120
41295	134	misc_gemExpStone_randomQuest1_TA
41295	2	BlueOrb_StonOrca
41295	2	RedOrb_StonOrca
41295	2	Gem_Swordman_PainBarrier
41298	1000	misc_Infroholder
41298	2	TSF02_116
41298	2	BlueOrb_Infroholder
41298	2	RedOrb_Infroholder
41298	2	Gem_Sapper_SpikeShooter
41299	750	misc_Repusbunny
41299	115	SHD01_119
41299	2	BlueOrb_Repusbunny
41299	2	RedOrb_Repusbunny
41299	2	Gem_Fletcher_MagicArrow
41302	625	misc_Minos1
41302	115	SPR01_116
41302	50	R_DAG04_101
41302	2	TSW02_118
41302	2	BlueOrb_Minos
41302	2	RedOrb_Minos
41303	2500	misc_Armory
41303	2	SPR02_113
41303	2	BlueOrb_Armory
41303	2	RedOrb_Armory
41308	134	HAND01_110
41308	134	FOOT01_110
41310	3400	misc_0074
41310	50	SHD02_107
41310	2	BlueOrb_InfroBurk
41310	2	RedOrb_InfroBurk
41310	4	GEM_Hoplite_SharpSpear
41315	135	SPR01_114
41315	135	TOP01_140
41315	40	R_NECK03_103
41315	2	BlueOrb_Prisonfighter
41315	2	RedOrb_Prisonfighter
41315	2	Gem_Barbarian_Pouncing
41316	90	misc_0264
41316	115	TSW01_130
41316	2	BlueOrb_Greentoshell
41316	2	RedOrb_Greentoshell
41319	500	misc_0005
41319	50	misc_infroRocktor2
41319	60	STF01_117
41319	60	MAC01_117
41319	2	BlueOrb_InfroRocktor
41319	2	RedOrb_InfroRocktor
41319	1	Hat_628102
41319	4	GEM_Priest_TurnUndead
41322	180	R_NECK02_106
41348	0	gem_circle_1
41348	0	gem_square_1
41348	0	gem_diamond_1
41348	0	gem_star_1
41349	13	Drug_HP2
41349	13	Drug_SP2
41349	13	Drug_STA2
41349	1000	card_Kimeleech
41350	1000	SWD01_116
41350	1000	TSW01_111
41350	1000	STF01_116
41350	1000	R_TSF01_109
41350	1000	TBW01_116
41350	1000	BOW01_111
41350	1000	R_MAC01_116
41350	1000	R_SPR01_106
41350	1000	R_TSP01_102
41354	1000	SWD01_131
41354	1000	TSW01_123
41354	1000	STF01_131
41354	1000	TSF01_123
41354	1000	R_TBW01_131
41354	1000	BOW01_124
41354	1000	MAC01_130
41354	1000	SPR01_113
41354	1000	TSP01_104
41368	1000	SWD01_108
41368	1000	TSW01_106
41368	1000	STF01_108
41368	1000	TSF01_106
41368	1000	TBW01_108
41368	1000	BOW01_106
41368	1000	MAC01_108
41368	1000	SPR01_103
41371	1000	SWD01_106
41371	1000	TSW01_104
41371	1000	STF01_106
41371	1000	TSF01_104
41371	1000	TBW01_106
41371	1000	BOW01_104
41371	1000	MAC01_106
41371	1000	SPR01_101
41372	0	TOP02_119
41376	1000	SWD01_133
41376	1000	TSW01_125
41376	1000	STF01_133
41376	1000	TSF01_125
41376	1000	TBW01_133
41376	1000	BOW01_126
41376	1000	MAC01_132
41376	1000	SPR01_115
41376	1000	TSP01_106
41378	1000	SWD01_116
41378	1000	TSW01_111
41378	1000	STF01_116
41378	1000	R_TSF01_109
41378	1000	TBW01_116
41378	1000	BOW01_111
41378	1000	R_MAC01_116
41378	1000	R_SPR01_106
41378	1000	R_TSP01_102
41379	1000	SWD01_108
41379	1000	TSW01_106
41379	1000	STF01_108
41379	1000	TSF01_106
41379	1000	TBW01_108
41379	1000	BOW01_106
41379	1000	MAC01_108
41379	1000	SPR01_103
41380	1000	SWD01_107
41380	1000	TSW01_105
41380	1000	STF01_107
41380	1000	TSF01_105
41380	1000	TBW01_107
41380	1000	BOW01_105
41380	1000	MAC01_107
41380	1000	SPR01_102
41382	0	gem_circle_1
41382	0	gem_square_1
41382	0	gem_diamond_1
41382	0	gem_star_1
41383	1000	SWD01_105
41383	1000	TSW01_103
41383	1000	STF01_105
41383	1000	TSF01_103
41383	1000	TBW01_105
41383	1000	BOW01_103
41383	1000	MAC01_105
41385	1000	SWD01_116
41385	1000	TSW01_111
41385	1000	STF01_116
41385	1000	R_TSF01_109
41385	1000	TBW01_116
41385	1000	BOW01_111
41385	1000	R_MAC01_116
41385	1000	R_SPR01_106
41385	1000	R_TSP01_102
41386	1000	SWD01_134
41386	1000	TSW01_126
41386	1000	STF01_134
41386	1000	TSF01_126
41386	1000	TBW01_134
41386	1000	BOW01_127
41386	1000	MAC01_133
41386	1000	SPR01_116
41386	1000	TSP01_108
41386	1000	PST01_101
41405	750	misc_Bume_Goblin
41405	135	LEG01_138
41405	2	BlueOrb_HighBube_Spear
41405	2	RedOrb_HighBube_Spear
41405	2	Gem_Rodelero_Montano
41409	2500	misc_0015
41409	80	misc_quartz_weaver3
41409	60	MAC01_120
41409	75	FOOT02_101
41409	128	BOW01_114
41409	134	misc_gemExpStone_randomQuest1_TA
41409	2	BlueOrb_Quartz_weaver
41409	2	RedOrb_Quartz_weaver
41409	2	Gem_Archer_SwiftStep
41409	100	R_FOOT02_101
41413	280	HAND01_110
41413	180	misc_gemExpStone_randomQuest1_TA
41418	2500	misc_0119
41418	120	misc_bat2
41418	280	HAND01_134
41418	2	BlueOrb_Bat
41418	2	RedOrb_Bat
41418	4	GEM_Falconer_Tomahawk
41420	2000	misc_0138
41420	135	SWD01_131
41420	2	BlueOrb_raider
41420	2	RedOrb_raider
41420	30	TSF03_104
41426	650	TOP03_105
41433	500	misc_0061
41433	20	misc_hogma_warrior2
41433	134	R_SWD01_109
41433	58	MAC02_103
41433	2	BlueOrb_hogma_warrior
41433	2	RedOrb_hogma_warrior
41433	500	BRC01_140
41434	500	misc_0061
41434	134	R_TBW01_109
41434	2	BlueOrb_hogma_archer
41434	2	RedOrb_hogma_archer
41434	2	Gem_Sapper_PunjiStake
41434	30	LEG03_105
41435	500	misc_0061
41435	15	Hat_628040
41435	50	TSF02_104
41435	2	BlueOrb_hogma_sorcerer
41435	2	RedOrb_hogma_sorcerer
41435	4	GEM_Enchanter_EnchantGlove
41436	750	misc_ellom
41436	135	STF01_130
41436	2	BlueOrb_ellom
41436	2	RedOrb_ellom
41436	2	Gem_Ranger_SpiralArrow
41437	10	misc_ellom2
41438	201	misc_ellom
41438	132	LEG01_103
41439	588	misc_0048
41439	900	misc_0118
41439	25	TOP02_105
41439	50	STF02_105
41439	2	BlueOrb_merog_wizzard
41439	2	RedOrb_merog_wizzard
41440	588	misc_0048
41440	50	HAND02_106
41440	2	BlueOrb_merog_wogu
41440	2	RedOrb_merog_wogu
41440	2	Gem_Hunter_Coursing
41441	134	TSP01_101
41441	50	LEG02_110
41441	50	TOP02_110
41441	50	TSW02_105
41441	2	BlueOrb_warleader_hogma
41441	2	RedOrb_warleader_hogma
41442	1000	misc_0153
41442	115	BOW01_126
41442	2	BlueOrb_chupaluka
41442	2	RedOrb_chupaluka
41442	2	Gem_Chronomancer_BackMasking
41443	1000	misc_ellomago
41443	135	R_SPR01_112
41443	2	BlueOrb_ellomago
41443	2	RedOrb_ellomago
41443	2	Gem_Wugushi_Detoxify
41444	134	HAND01_127
41445	1000	misc_0102
41445	75	misc_groll2
41445	2	BlueOrb_groll
41445	2	RedOrb_groll
41445	2	Gem_Hoplite_Pierce
41446	40	misc_0058
41446	33	misc_0126
41446	134	R_HAND01_109
41446	2	BlueOrb_wendigo
41446	2	RedOrb_wendigo
41447	2000	misc_Lizardman
41447	100	misc_Lizardman2
41447	48	misc_jore10
41447	108	LEG01_121
41447	108	TOP01_121
41447	333	misc_gemExpStone_randomQuest1_TA
41447	2	BlueOrb_Lizardman
41447	2	RedOrb_Lizardman
41447	2	Gem_Paladin_ResistElements
41448	666	misc_Tama
41448	135	R_TBW01_132
41448	108	HAND01_121
41448	2	BlueOrb_Tama
41448	2	RedOrb_Tama
41449	1000	misc_Kepari
41449	135	BOW01_124
41449	2	BlueOrb_Kepari
41449	2	RedOrb_Kepari
41450	1500	misc_0143
41450	135	LEG01_140
41450	100	TSP02_110
41450	2	BlueOrb_kodomor
41450	2	RedOrb_kodomor
41451	1000	misc_kowak
41451	135	SHD01_115
41451	2	BlueOrb_kowak
41451	2	RedOrb_kowak
47306	90	misc_Lemur
47306	30	R_BRC02_111
47306	2	BlueOrb_Lemur
47306	2	RedOrb_Lemur
47306	4	GEM_Pyromancer_Prominence
47307	500	misc_Lemuria
47307	58	misc_0160
47307	2	BlueOrb_Lemuria
47307	2	RedOrb_Lemuria
47307	2	Gem_Fencer_SeptEtoiles
47307	100	R_NECK04_102
47308	500	misc_0061
47308	134	R_TSW01_107
47308	134	R_TOP01_110
47308	2	SWD02_120
47308	2	BlueOrb_Hogma_combat
47308	2	RedOrb_Hogma_combat
47308	30	TOP03_103
47309	500	misc_0061
47309	2500	food_011
47309	25	SWD02_108
47309	107	HAND01_114
47309	2	BlueOrb_Hogma_guard
47309	2	RedOrb_Hogma_guard
47313	0	TreasureboxKey2
47317	1000	SWD01_116
47317	1000	TSW01_111
47317	1000	STF01_116
47317	1000	R_TSF01_109
47317	1000	TBW01_116
47317	1000	BOW01_111
47317	1000	R_MAC01_116
47317	1000	R_SPR01_106
47317	1000	R_TSP01_102
47318	1000	SWD01_107
47318	1000	TSW01_105
47318	1000	STF01_107
47318	1000	TSF01_105
47318	1000	TBW01_107
47318	1000	BOW01_105
47318	1000	MAC01_107
47318	1000	SPR01_102
47320	1000	SWD01_107
47320	1000	TSW01_105
47320	1000	STF01_107
47320	1000	TSF01_105
47320	1000	TBW01_107
47320	1000	BOW01_105
47320	1000	MAC01_107
47320	1000	SPR01_102
47321	1000	SWD01_107
47321	1000	TSW01_105
47321	1000	STF01_107
47321	1000	TSF01_105
47321	1000	TBW01_107
47321	1000	BOW01_105
47321	1000	MAC01_107
47321	1000	SPR01_102
47323	0	gem_circle_1
47323	0	gem_square_1
47323	0	gem_diamond_1
47323	0	gem_star_1
47324	1000	Gacha_I_012
47325	1000	SWD01_106
47325	1000	TSW01_104
47325	1000	STF01_106
47325	1000	TSF01_104
47325	1000	TBW01_106
47325	1000	BOW01_104
47325	1000	MAC01_106
47325	1000	SPR01_101
47327	2500	misc_0056
47327	60	SPR01_103
47327	134	TOP01_112
47327	2	BlueOrb_Zinute
47327	2	RedOrb_Zinute
47328	2500	misc_0060
47328	134	R_SPR01_104
47328	134	LEG01_110
47328	2	BlueOrb_Lauzinute
47328	2	RedOrb_Lauzinute
47328	2	Gem_Highlander_SkyLiner
47329	2500	misc_0057
47329	70	misc_chupacabra_desert2
47329	134	LEG01_107
47329	19	Hat_628061
47329	60	BOW01_106
47329	2	BlueOrb_chupacabra_desert
47329	2	RedOrb_chupacabra_desert
47329	2	Gem_Pyromancer_FirePillar
47347	2000	misc_0062
47347	75	misc_varv2
47347	135	SHD01_108
47347	2	BlueOrb_varv
47347	2	RedOrb_varv
47347	4	GEM_Hunter_Howling
47350	13	Drug_HP2
47350	13	Drug_SP2
47350	13	Drug_STA2
47352	13	Drug_HP2
47352	13	Drug_SP2
47352	13	Drug_STA2
47352	1000	card_poata
47353	13	Drug_HP2
47353	13	Drug_SP2
47353	13	Drug_STA2
47353	1000	card_Golem_gray
47356	13	card_spector_gh
47356	13	Drug_SP2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_HP2
47356	13	Drug_SP2
47356	13	Drug_STA2
47356	13	Drug_STA2
47356	13	Drug_STA2
47357	13	Drug_HP2
47357	13	Drug_SP2
47357	13	Drug_STA2
47357	1000	card_Carapace
47358	13	card_Strongholder
47358	13	Drug_SP2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_HP2
47358	13	Drug_SP2
47358	13	Drug_STA2
47358	13	Drug_STA2
47358	13	Drug_STA2
47359	13	Drug_HP2
47359	13	Drug_SP2
47359	13	Drug_STA2
47359	1000	card_Sequoia_blue
47360	13	Drug_HP2
47360	13	Drug_SP2
47360	13	Drug_STA2
47360	1000	card_ShadowGaoler
47361	13	Drug_HP2
47361	13	Drug_SP2
47361	13	Drug_STA2
47361	1000	card_Rocktortuga
47362	13	Drug_HP2
47362	13	Drug_SP2
47362	13	Drug_STA2
47362	1000	card_NetherBovine
47364	13	card_yonazolem
47364	13	Drug_SP2
47364	13	Drug_HP2
47364	13	Drug_SP2
47364	13	Drug_STA2
47364	13	Drug_HP2
47364	13	Drug_SP2
47364	13	Drug_STA2
47364	13	Drug_HP2
47364	13	Drug_SP2
47364	13	Drug_STA2
47364	13	Drug_HP2
47364	13	Drug_SP2
47364	13	Drug_STA2
47364	13	Drug_HP2
47364	13	Drug_SP2
47364	13	Drug_STA2
47364	13	Drug_HP2
47364	13	Drug_SP2
